,Factual,PPLM,Polyjuice,RELITC,Mask,Label,Target
396,"In addition, though the unemployment rate has fallen since the middle of 2003, the participation rate currently remains near the low point reached in the first half of 2004.","In addition, though the unemployment rate has fallen since the middle of 2003, the number of americans employed has fallen even more dramatically, with the jobless rate at 8.3 percent, down from 15.","In addition, though the unemployment rate has fallen since the middle of 2003, the participation rate currently remains low, at.",,False,1,2
397,"But overly optimistic expectations for long-run earnings growth were not being driven by easy money, and I see no reason to believe that an extra 50 or even 100 basis points on the funds rate would have had much of a damping effect on investor beliefs in the potential profitability of emerging technologies.","But overly optimistic expectations for long-run earnings growth were not being driven by easy money, and i see no reason to believe that an extra 50 cents in the interest rate would have any impact on long-run earnings growth.

in particular, as the chart shows","But not overly optimistic expectations for long-run earnings growth were not being driven by easy money, and i see no reason to believe that an extra 50 or even 100 basis points on the funds rate would have had much of a damping effect on investor beliefs in the potential profitability of emerging technologies.",,False,1,2
398,"More recent data are not available, but I suspect that trend has continued since 1992 as the strong performance of the economy, coupled with generally ample availability of credit, has created an environment conducive to the birth and growth of innovative enterprises of all ownership types.","More recent data are not available, but i suspect that trend has continued since 1992 as the strong performance of the economy, coupled with rising inflation and the resulting drop in the real value of the dollar, has been a factor in the decline in cpi.","Recent data are not available, but i suspect that trend has continued since 1992, with more than 4, 000 built in estonia, followed by another 3, 000 built in latvia.","More recent data are not available, but i suspect that trend has continued since 1992 as the strong performance of product manufacturers, coupled with generally strong increases of prices, has created an environment conducive to the employment and growth of innovative innovation of all product types.",True,2,1
399,"After taking account of both frictional and structural unemployment, what unemployment rate is roughly equivalent to the maximum level of employment that can be sustained in the longer run?","After taking account of both frictional and structural unemployment, what unemployment rate is roughly the best estimate for the number of jobs that could be created by a combination of the policies we already have available?

",What is the full name of the person who takes her boss to the airport to get off the plane?,"After taking account of both frictional and structural unemployment, what unemployment rate is roughly equivalent to the maximum level of employment that can be sustained in the longer run?",True,2,0
400,"However, participants remarked that the actual rise in inflation was larger than anticipated, with the 12-month change in the PCE price index reaching 3.","However, participants remarked that the actual rise in inflation was larger than the nominal increase, suggesting that the central bank could have done better. this suggests that a stronger dollar, a greater supply of","However, participants remarked that the actual rise in inflation was larger during the day, with the 12-month change in the pce price index reaching 3.",,False,1,2
401,"Put another way, the FOMC could have ""preemptively"" tightened monetary policy, based on forecasts, but recognizing the uncertainties about empirical relationships chose not to do so.","Put another way, the fomc could have ""preemptively"" tightened monetary policy, based on the expectation that inflation would be low for a period.

but the fomc is not an inflation-fighting institution","Put another way, the fomc could have ""preemptively"" adopted a monetary policy, based on forecasts, but recognizing the uncertainties about empirical relationships chose not to do so.","Put another way, the fomc could have "" preemptively "" tightened monetary policy, based on forecasts, but recognizing the uncertainties about empirical relationships chose not to do so.",True,2,0
402,"This was also an era when the principal mortgage lenders, savings and loans, were sometimes constrained from satisfying mortgage demands by binding Regulation Q ceilings that eroded their deposit base when interest rates rose.","This was also an era when the principal mortgage lenders, savings and loans, were sometimes constrained from lending to individual borrowers.

""we don't need banks to help us save for our retirement, so we can save","This was also an era when the principal mortgage lenders, savings and loans, were sometimes constrained from satisfying mortgage demands by binding regulation q ceilings that eroded their deposit base when the interest rates rose.","This was in an era when the principal mortgage mortgages, savings and loans, were sometimes constrained to raise mortgage prices by binding regulation q ceilings that eroded their deposit base when prices grew higher.",True,2,1
403,"This difficulty of forecasting inflation has important implications, as we shall see.","This difficulty of forecasting inflation has important implications, as we are not yet sure how to calculate the true level of unemployment at which an economy's economy-wide unemployment rate is low.","This difficulty of measuring error has important implications, as we shall see.","This difficulty of forecasting inflation has important implications, as you shall see.",True,2,0
404,"With unemployment still elevated and inflation below the Committee’s longer-run objective, the Committee is continuing its highly accommodative policies.","With unemployment still elevated and inflation below the committee’s longer-run 2 percent inflation target, there is little hope for a sustained rebound. this will continue even after the fed starts raising rates in","With unemployment still elevated and inflation below the committee’s longer-run objective, the committee is continuing to support highly accommodative policies.",,False,0,2
405,"Persistent inflation shortfalls carry the risk that longer-term inflation expectations become anchored below the stated inflation goal.13 In part because of that concern, some economists have advocated ""makeup"" strategies under which policymakers seek to undo past inflation deviations from target.","Persistent inflation shortfalls carry the risk that longer-term inflation expectations become anchored below the stated inflation goal.13 in part because of the importance of longer-term inflation expectations for economic growth, the federal reserve has been pursuing policies of monetary accommodation, including",,,False,0,2
406,"Accordingly, much stronger growth in such investment could occur, with concomitant effects on incomes and the growth of overall spending.","Accordingly, much stronger growth in such investment could occur, with a net increase of us$1.1 trillion.

the net effect would be a boost of us$1.","Consequently, much stronger growth is expected in the near-term, with concomitant effects on the health of the population and on the cost of health care.",,False,1,2
407,"The European Central Bank (ECB) began operating on June 1, 1998, and assumed responsibility for monetary policy in the euro area on January 1, 1999.","The european central bank (ecb) began operating on june 1, 1998, and will be able to issue euro-denominated debt instruments for up to four years. however, the ecb may not issue new","The european central bank (ecb) began operating on june 1, 1998, and was responsibility for monetary policy in the euro area on january 1, 1999.",,False,2,1
408,"And as I mentioned, I think at the last press conference, estimates by the—by members of the Committee have moved down by a full percentage point since maybe 2012 as we’ve learned—as unemployment has dropped and inflation hasn’t really reacted.","And as i mentioned, i think at the last press conference, estimates by the—by members of the committee have moved to $1 trillion.

and that includes a $1 trillion, $1.3 trillion, $1.4","And as i mentioned, i think at the last press conference, estimates by the—by the members of the committee have moved down by a full percentage point since maybe 2012 as we’ve learned—as unemployment has dropped and inflation hasn’t really reacted.","And as i mentioned, i think at the last press conference, estimates by theaby members of the committee have moved down by a full percentage point since maybe 2012 as weave learnedaas unemployment has dropped and inflationaaat has reacted.",True,2,0
409,survey-based measures of longer-term inflation expectations had changed little on balance.,Survey-based measures of longer-term inflation expectations had changed little on the basis of the current situation between the june quarter and the end of the third quarter of 2013. this may be because consumer,Survey-based measures of longer-term growth expectations had changed little on balance.,Survey - based measures of longer - term inflation expectations had changed little on balance.,True,2,0
410,"If the FOMC were to tie mechanically our actions to market prices, then we would be placed in the sorry position of validating whatever whim that currently struck investors' fancy.","If the fomc were to tie mechanically our actions to market prices, then we would not be able to raise interest rates for longer than two years. if we were to raise rates, then rates would need to","If the fomc were to pass the thumb idea, we would have to sweep the country for it.","If the fomc were to tie in our actions to market prices, then we would be placed in the sorry position of validating whatever whim that currently struck investors'fancy.",True,2,0
411,Staff Economic Outlook The projection for U. S. economic activity prepared by the staff for the April–May FOMC meeting was revised up on net.,"Staff economic outlook the projection for u. s. economic activity prepared by cbo is based on a combination of information gathered in previous reports (see the section titled ""cbo economic outlooks and estimates","The projection for the 2000 census was carried out by the centralised census of the city of rio de janeiro, which was carried out in february, 2006.",,False,1,2
412,"Al­though core inflation and the 12-month trimmed mean PCE inflation rate calculated by the Federal Reserve Bank of Dallas remained a little below 2 percent, many participants anticipated that high levels of resource utilization and stable inflation expectations would keep overall inflation near 2 percent over the medium term.","Al­though core inflation and the 12-month trimmed mean pce inflation rate calculated by the federal reserve bank of dallas remained a little below 2 percent in the second half, they have fallen well below the 2 percent mark for the first time since the early 1990s.","Al­though core inflation and the 12-month term mean pce inflation rate calculated by the federal reserve bank of dallas remained a little below 2 percent, many participants anticipated that high levels of resource utilization and stable inflation expectations would keep overall inflation near 2 percent over the medium term.","Howeverthough core inflation and the 12 - month trimmed mean pce inflation rate calculated by the federal reserve bank of dallas remained a little below 2 percent, many participants anticipated that high levels of resource utilization and stable inflation expectations would keep overall inflation near 2 percent over the medium term.",True,2,0
413,"Members also agreed that their evaluation of progress on their objectives would take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.","Members also agreed that their evaluation of progress on their objectives would take into account a wide range of information, including the progress made by the government towards implementation of the agreement.

the government has not yet released a full text of","Members also agreed that their evaluation of progress on their objectives would take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on aggregate financial and international developments.",,False,2,1
414,"These interest rate changes also have effects on asset prices, and thereby on household wealth, as well as on the exchange value of the dollar and, thereby, on net exports and core import prices.7 However, relative to balance sheet policies, the influence of the short-term rate is far better understood and extensively tested: There have been several decades and many business cycles over which to measure and analyze how the federal funds rate affects financial markets and real activity.","These interest rate changes also have effects on asset prices, and thereby on household wealth, as well as on the exchange value of the dollar and, thereby, on net exports and core import prices.7 however, relative to balance sheet assets (e.g., cash and government debt), the rate changes on net exports have not been of much significance.
","These interest rate changes also have effects on asset prices, and thereby on household wealth, as well as on the exchange value of the dollar and, thereby, on net exports and core import prices.7 however, relative to balance sheet policies, the influence of the short-term rate is far better understood and extensively tested: there have been several decades and many business cycles over which to and analyze how the federal funds rate affects financial markets and real activity.","Recent academic authors have also remarked heavily on recent developments, and particularly on consumer prices, as well as on the increased price of the dollar and, thereby, on net unemployment and rising consumer prices. 7 now, relative to balance sheet policies, the influence of the short - term forecast is far better understood and extensively tested : there have been several decades and many following cycles over which to measure and explain how the federal funds rate affects financial markets and real estate.",True,2,1
415,"In addition, any other imbalances are more likely to grow to worrisome proportions during an unsustainable boom and are more likely to unwind in a disruptive manner if confronted by rising inflation, sharply higher interest rates in response to higher inflation, and a subsequent recession.","In addition, any other imbalances are more likely to grow to worrisome proportions during an unsustainable boom and are more likely to be sustained for longer periods of time than are any other imbalances, such as a lack of investment.

a","In addition, any other imbalances are more likely to grow to worrisome levels during an unsustainable boom and are more likely to unwind in a disruptive manner if confronted by rising inflation, sharply higher interest rates in response to higher inflation, and a subsequent recession.","In addition, any other imbalances are more likely to grow to worrisome proportions during an overnight or an overnight boom and are more likely to unrecover in a manner which might cause rising inflation, sharply lower interest rates in response to overnight shocks, and possibly a recession.",True,2,0
416,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.","This assessment will take into account a wide range of information, including measures of labor productivity (the amount of output per unit of labor time); the amount of capital that a given industry generates each year; the","This assessment is taken into account, in the context of the proposed legislation, the results of the evaluation of the aid and its effects.","This section will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",True,2,0
417,"During the 1980s and 1990s, the Federal Reserve succeeded in bringing inflation down from double-digit levels to the average rate of about 2 percent that has prevailed over the past decade.","During the 1980s and 1990s, the federal reserve succeeded in bringing inflation down from double-digit rates to about 1.5 percent per year for a decade. by the time the fed finally raised interest rates in 2007,","From the 1980s to the 1990s, the federal party merged with the united rhodesia party to form the united federal party.",,False,0,2
418,"Consumer prices had edged up in recent months,","Consumer prices had edged up in recent months, while the cost of basic goods like petrol and electricity has soared.

the government has set up an anti-corruption commission","Consumer prices had edged up in a few months,",,False,1,2
419,"In their discussion of the economic situation and the outlook, meeting participants agreed that information received over the intermeeting period indicated that the labor market had continued to strengthen and that economic activity had been rising moderately so far this year.","In their discussion of the economic situation and the outlook, meeting participants agreed that information received over the intermeeting period will be used during the next economic survey of the european union.

the economic situation in europe was described as ""very","In their discussion of the economic situation and the outlook, there participants agreed that information received over the intermeeting period indicated that the labor market had continued to strengthen and that economic activity had been rising moderately so far this year.",,False,1,2
420,"But even for many other workers, a rapidly evolving work environment in which the skill demands of their jobs are changing can lead to very real anxiety and insecurity about losing their jobs.","But even for many other workers, a rapidly evolving work environment in which the skill demands of technology are not always met can pose difficulties for workers, said michael j. schatz, president of the american federation of","But even for many well-off workers, a rapidly evolving work environment in which the skill demands of their jobs are changing can lead to very real anxiety and insecurity about losing their jobs.","But as for many other workers, a rapidly deteriorating work environment in which the skill demands of their jobs are changing can lead to very real anxiety and insecurity about losing their jobs.",True,2,0
421,"Since inflation is unacceptably high, it doesn't make sense to have the nominal federal funds rate below near-term inflation expectations.","Since inflation is unacceptably high, it doesn't make sense to keep the money supply high. so why are people buying and holding so much gold?

gold is a precious metal,","Despite its low labor-force participation rate and high unemployment, the community has a low poverty rate.",,False,1,2
422,"For example, wages and prices that are set for some period in the future will of necessity embody the inflation expectations of the parties to the negotiation","For example, wages and prices that are set for some period in the future may not be reflected in current prices at that time. the result could be that prices are falling faster than wages.
","For example, wages and prices will generally will of necessity embody the inflation expectations of the parties to the negotiation.","For example, wages and prices that are set for some period in the future will of necessity embody the inflation expectations of the parties to the negotiation",True,2,0
423,"In furtherance of these objectives, the Committee at this meeting established ranges for growth of M2 and M3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1998 to the fourth quarter of 1999.","In furtherance of these objectives, the committee at this meeting established ranges for growth of m2 and m3 of 1 to 8 hectares for each of the three categories of crops.

the committees will continue to monitor and assess these changes.
","In furtherance of these objectives, the committee at this meeting established ranges for growth of m2 and m3 of 1 and 2 to 6 percent respectively, measured from the fourth quarter of 1998 to the fourth quarter of 1999.","In furtherance of these objectives, the committee at this meeting established ranges for growth of m2 and m3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1998 to the fourth quarter of 1999.",True,2,0
424,"Indeed, stock prices did not collapse in 1929 but only began to plummet when the depth of the general economic decline became apparent.","Indeed, stock prices did not collapse in 1929 but only began to rise again in the following years. but the market continued to soar for years, and the fed, as the primary source","Indeed, stock prices can rise in the course of a few years, albeit slowly.",,False,0,2
425,"For example, we have used some of our work to look at interest rate risk and interest rate sensitivity and, you know, found generally that banks can also sustain a significant increase in long-term interest rates as well for a number of reasons, one of them being that higher interest rates increase their franchise value because it increases their net interest margin over time.","For example, we have used some of our work to look at interest rate risk and interest rate sensitivity and, you know, found generally that banks can also sustain a significant increase in their borrowing costs.

and that is a risk.

and the other thing that we found when we looked","For example, we have used some of our work to look at the historical record. for example, we want to look at the historical record for this piece of work.","For example, we have used some of our work to look at interest rate risk and interest rate sensitivity and, you know, found generally that banks can also sustain a significant increase in long - term interest rates as well for a number of reasons, one of them being that reducing interest rates increase their franchise value because it increases their net interest margin over time.",True,2,0
426,"With regard to the outlook for inflation, the gap between actual and potential output was anticipated to diminish only slowly unless aggregate demand expanded much more rapidly than the members currently foresaw.","With regard to the outlook for inflation, the gap between actual and potential output was anticipated to be about 10.5 per cent of current prices, and about 10 per cent of future prices, according to the government","With regard to the outlook for inflation, the gap between actual and potential output was anticipated to diminish only slowly until the output gap widened..","With regard to the outlook for inflation, the gap between actual and potential employment was anticipated to diminish only slowly as aggregate demand expanded even more rapidly than the members currently foresaw.",True,2,0
427,It isn’t the kind of inflation that’s spread broadly across the economy.,"It isn’t the kind of inflation that’s spread broadly across the globe that has caused the global economy's growth.

it's not the kind of inflation that’s spread",It isn’t the kind of redistribution that’s spread broadly across the economy.,,False,1,2
428,The shock that the—from the pandemic was unprecedented both in its nature and in its size and in the amount of unemployment that it created and in the shock to economic activity.,"The shock that the—from the pandemic was unprecedented both in its nature and in its size. it was like seeing a ghost for the first time, and you're like… oh my god, is this what i",The shock that the—from the magnitude was unprecedented both in its nature and in its size and in the amount of unemployment that it created and in the shock to economic activity.,,False,0,2
429,It was not only capital spending and equity prices that seemed to overshoot in the late 1990s; credit was provided with undue optimism about prospects for repayment.,"It was not only capital spending and equity prices that seemed to overshoot expectations in the second half, but also debt levels.

""we are going through a very slow recovery here,"" said",Empty credit was provided with empty optimism about the potential for repayment.,It was not new capital spending and equity prices that seemed to overshoot in the late 1990s ; credit was provided with undue optimism about prospects for repayment.,True,2,0
430,"Against this background, the members agreed on the need to continue to monitor the economy with care for signs either of a potential upturn in inflation or greater softness in the expansion than they were currently forecasting and to be prepared to respond promptly in either direction.","Against this background, the members agreed on the need to continue to monitor the economy with care for signs either of a potential recession or of a possible slowdown.

""in terms of the economy, our main concerns are how the current level of","Against this background, the members agreed on the need to continue to monitor the economy with care for signs either of a potential upturn in inflation or greater softness in the medium term than they were currently forecasting and to be prepared to respond promptly in either direction.","Against this background, the members agreed on the need to continue to monitor the economy with care for signs either of a potential upturn in inflation or greater softness in the expansion than they were currently forecasting and to be prepared to respond promptly in either direction.",True,2,0
431,The Committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.,"The committee then turned to a discussion of the economic and financial crisis in the united states in the 1970s, when the federal reserve began to pump money into the economy in the form of",The committee then turned to the a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.,Our new strategy turned to a strengthening in the economic and financial stability and the implementation of monetary policy over the intermeeting period ahead.,True,2,1
432,"As a result, national saving increased, providing further impetus to economic growth.","As a result, national saving increased, providing further impetus to the growth of the uk's economy.

the office for national statistics (ons) estimates that the uk's economy grew","As a result, the national saving rate,",,False,0,2
433,"If the recent slower rate of price declines on high-tech products implied a softer underlying pace of technological change, both the outlook for investment demand and the prospects for persisting high trend growth in productivity could be damped relative to previous expectations.","If the recent slower rate of price declines on high-tech products implied a softer underlying pace of technological change, both the tech bubble and the recession have been oversold by wall street.

that's a problem that tech companies are trying to","The recent rate of decline is seen in both the manufacturing and services sector, where the manufacturing sector has the most employment growth.","While the recent slower pace of upward pressures on high - tech investment implied a softer underlying policy of price change, both the prospects for further employment and the prospects for persisting in sustained growth in investments could be furthered relative to previous expectations.",True,2,1
434,The Committee continues to view changes in the target range for the federal funds rate as its primary means of adjusting the stance of monetary policy.,The committee continues to view changes in the target range for the federal debt ceiling as a necessary step towards addressing the fiscal concerns that have led to fiscal tightening in the united states in recent years.,The committee further examines changes in the economic order and federal revenue as a means of achieving the objectives of the monetary policy.,The committee decided to implement changes in the target range for the federal funds rate as its primary means of adjusting the course of monetary policy.,True,2,1
435,"Well, that’s—what’s happening there is the fact that the relationship between resource utilization, or unemployment, and inflation has just gotten weaker and weaker over the years.","Well, that’s—what’s happening there is the fact that the relationship between resource utilization, productivity growth, and the amount of carbon that is emitted, is so dependent on the carbon source that it is not possible to","Empty the fact that the relationship between resource allocation, or unemployment, and inflation has just gotten better and stronger over the years.",,False,0,2
436,Several members reiterated that business spending was the critical factor that would govern to a substantial degree the timing and extent of the acceleration in overall economic activity.,"Several members reiterated that business spending was the critical factor that would govern to the outcome of the election.

a spokesman for the party said the party would continue to fight for a fairer tax",Several members reiterated that business spending was the critical factor that would govern to a substantial degree the timing and extent of the acceleration in the economy.,Several members agreed that business expansion was the critical factor that would govern to a substantial extent the climate and contributed to the acceleration of overall economic activity.,True,2,1
437,"Increasingly, it will be important for the Federal Reserve to take into account the effects of climate change and associated policies in setting monetary policy to achieve our objectives of maximum employment and price stability.","Increasingly, it will be important for the federal reserve to take into account the effects of climate variability (e.g., sea ice extent) and the associated impacts on economic activity and economic growth of these changes.
","Increasingly, it will be important for the federal reserve to take into account the effects of climate change and associated policies in the adjustment of the national accounts.","Thus, it will be important for the federal reserve to take into account the effects of climate change and associated policies in setting monetary policy to achieve our objectives of maximum employment and price stability.",True,2,0
438,Actual or realized saving depends on the equilibrium values of the real interest rate and other economic variables.,"Actual or realized saving depends on the equilibrium values of the marginal cost of saving and its marginal income for consumption, and on the marginal efficiency of capital. this is not so simple",Actual or realized saving depends on the equilibrium values of the real interest rate and the other variable.,Actual or realized saving depends on the equilibrium values of the real interest rate and other economic variables.,True,2,0
439,"And no, we’re not—we, we have not at all changed our view, and I haven’t changed my view that inflation running above 2 percent, moderately above 2 percent, is a desirable thing.","And no, we’re not—we, we have not at all changed our view, and i haven’t changed my opinion, nor have we changed our policy, or the way we treat each other. we're still friends.

","And no, we are not - we have not - we have not changed our view of the world, or our position on the inflation rate.",,False,0,2
440,"A number of commodity price indexes have indeed risen sharply over the past couple of years, including a large jump in the past several months.","A number of commodity price indexes have indeed risen sharply over the past week. the bpi index of world prices (based on the shanghai composite index), for instance, rose by 6.","A number of commodity price indexes have indeed risen sharply over the past couple of years, including the large jump in the past several months.","A number of commodity price indexes have indeed risen sharply over the past couple of months, including a large jump in the past several months.",True,2,1
441,"With regard to the outlook for inflation, members referred to widespread indications of increasingly tight labor markets and to statistical and anecdotal reports of faster increases in labor compensation.","With regard to the outlook for inflation, members referred to widespread indications of increasingly subdued growth and inflation expectations. members also expressed concerns with the outlook for the federal government and with the state of the economy.","According to the above definition, two relations with different graphs, but different domains or different codomans are considered identical.",,False,1,2
442,"Financial markets seem to think the sameâ€”5-year breakeven inflation expectations are around 2.5 percent, and 5-year, 5-year-forward measures are around 2 percent, when adjusted for the difference between CPI (consumer price index) and PCE (personal consumption expenditures) inflation rates.6 Hence, markets do not believe the current factors pushing up inflation will last for long.","Financial markets seem to think the sameâ€”5-year breakeven inflation expectations are around 2.5 percent, and 5-year, 5-year-forward measures are around 2 percent, when adjusted for the difference in nominal and inflation rates. so why are they so wrong.

first the numbers: the fed is forecasting that nominal","Financial markets seem to think the sameâ€”5-year breakeven inflation expectations are around 2.5 percent, and 5-year, 5-year-forward measures are over 2 percent, when adjusted for the difference between cpi (consumer price index) and pce (personal consumption expenditures) inflation rates.6 hence, markets do not believe the current factors pushing up inflation will last for long.","Some markets seem to think the sameaaa5 - 2000 break of trendable spreads are around 2. 5 percent, and 5 - year, 5 - year - forward spreads are around 2 percent, when adjusting for the difference between cpi ( consumer price index ) and pce ( personal household expenditures ) inflation rates. 6 hence, markets don't believe the current factors pushing up inflation will last for long.",True,2,1
443,"Admittedly, some of the wage increases is being eaten away by inflation.","Admittedly, some of the wage increases is being eaten away by the cost of living. but the overall picture is not good. the federal government has not raised the minimum wage since 2006","Fortunately, some of the wage increases is being eaten away by inflation.",,False,1,2
444,The projection for core PCE price inflation in 2008 was raised slightly in response to elevated readings in recent months.,"The projection for core pce price inflation in 2008 was $2,000 to $4,000 for a quarter. by the time the economy returned to growth rates in 2009,",The projection for core pce price inflation in 2008 has raised slightly in response to elevated readings in recent months.,,False,1,2
445,"Waiting too long to begin moving toward the neutral rate could risk a nasty surprise down the road--either too much inflation, financial instability, or both.","Waiting too long to begin moving toward the neutral rate could risk a major economic hit, according to a new study.

the authors say the federal government needs to act immediately to prevent",A marathon runner jogs past pedestrians and portable structures.,,False,1,2
446,"Several commented that an asymmetric directive did not imply a commitment to tighten monetary policy at some point, whether during the intermeeting period or at a future meeting, but it did imply the need for special vigilance.","Several commented that an asymmetric directive did not imply a commitment to tighten monetary policy at some point, and therefore that the ecb's move was not aimed at the ecb. this point was emphasized in the comments from mark hurd","Several commented that an asymmetric directive did not imply a commitment to tighten monetary policy at some point, whether during the intermeeting period or at a future meeting, but it did imply empty.",,False,1,2
447,"You know, stimulating aggregate demand is one thing, but where there’s a part of the economy that kind of will be resistant to that, you also need fiscal policy.","You know, stimulating aggregate demand is one thing, but where there’s a part of the pie, we're going to get a bit greedy and start making money off you.

and it seems like there","You know, stimulating your imagination, is one thing, but when there's a movie about that, you have to just have the imagination.",,False,0,2
448,"In response to evidence of a slowdown in economic activity and a rapid waning of inflationary pressures, central banks around the world eased policy sharply.","In response to evidence of a slowdown in economic activity and a decrease in economic growth, there is concern that the economic outlook is deteriorating, particularly the prospects for canada's energy sector.
","In response to evidence of a slowdown in economic activity, some, central banks around the world eased policy sharply.",,False,0,2
449,And the growth of telegraphy enabled railroads to better coordinate the movement of trains over a wider area.,"And the growth of telegraphy enabled railroads to better coordinate their activities and improve their efficiency. but railroads could not have made the transition until they developed telegraph lines.

",And the growth of telegraphy enabled railroads to better coordinate movement of trains over a wider area.,And the growth of telegraphy and railroads to better coordinate the movement of trains over a wider area.,True,2,0
450,"Although many participants remained concerned about downside risks attending the outlook for inflation, a majority of participants saw the risks to the outlook for inflation as balanced.","Although many participants remained concerned about downside risks attending the outlook for inflation, participants also indicated that they believed that monetary policy could be accommodative. this suggests that participants were willing to accept some risk in","Although many participants remained concerned about downside risks attending the outlook for inflation, a majority of potential participants saw the risks to the outlook for inflation as balanced.","Although many participants remained concerned about downside risks attending the outlook for inflation, a majority of participants saw the risks of the outlook for inflation as balanced.",True,2,0
451,"In the absence of legislation, going appreciably further in the direction of prioritizing price stability, as would be implied by a numerical target that was expected to be achieved most of the time, would be potentially damaging to the democratic balance and would risk a backlash.","In the absence of legislation, going appreciably further in the direction of prioritizing price stability, as would be implied by a numerical target, would be highly unlikely. as the european commission has pointed out, the only way to meet that price stability objective would be","In the absence of a legislative framework, however, the council's weak legislative approach only makes it a very functional review mechanism.",,False,0,2
452,"A surge in nonfarm business inventory investment accounted for a substantial portion of the acceleration in output in the first quarter, and an anticipated moderation in the accumulation of inventories was an important element in forecasts of greatly reduced economic growth in the current quarter.","A surge in nonfarm business inventory investment accounted for a substantial portion of the acceleration in output in the first quarter, and a significant portion of the growth in the economy in the second quarter as businesses added jobs and spending more broadly,"" said david cole","In the first quarter of 2016, bc was accounted for a substantial portion of the acceleration in output in the first quarter, and an anticipated moderation in the accumulation of inventories was an important element in forecasts of greatly reduced economic growth in the current quarter.",,False,0,2
453,The increase in upside risks to domestic demand and the diminution of foreign risks together suggest that risks to the outlook are more balanced today than they had been for the preceding two years.,The increase in upside risks to domestic demand and the diminution of foreign risks together suggest that there will be an increase in inflation. the fed's inflation target of below 2 per cent was set back to a level that,The increase in upside potential has been seen in both economic growth and growth. the growth has been good for the economy most of the time.,The rise in rising risks to domestic demand and the diminution of foreign risks together suggest that risks to the outlook remain more likely today than they had been in the preceding two years.,True,2,1
454,Many of our critics tend to focus only on the inflation aspect of our mandate and ignore the employment leg of our mandate.,Many of our critics tend to focus only on the inflation figures in the first part of this review. we do this because the data used to produce the inflation numbers in the first part,While allopathic medicine has [answer],,False,0,2
455,President George dissented because she believed that an unchanged setting of policy was appropriate based on the incoming data and the outlook for economic activity over the medium term.,"President george dissented because she believed that an unchanged setting of policy was appropriate. (photo: getty)

a former senior u.s. official who served in both of president george h.",President george dissented because she believed that an unchanged setting of policy was appropriate based on the incoming state data and the outlook for economic activity over the medium term.,President bush emphasised that she believed that an unchanged setting of policy was appropriate based on the incoming economy and the outlook for economic activity would be highly optimistic.,True,2,1
456,"Millions of new jobs have been created in the last few years; and unemployment, now at 4.3 percent, has been at or below 5 percent for over two years.","Millions of new jobs have been created in the last few years; and unemployment, at 6.9%, is falling.

the government says unemployment is at the lowest level since the late 1990s.","Millions of new jobs have been created in the last few years; and unemployment, now at 4.3 percent, has been at or below 5 % for over two years.",,False,1,2
457,"We also said we wouldn’t raise rates just in response to very low unemployment, in the absence of inflation.","We also said we wouldn’t raise rates just in response to trump's executive order.

the president's order was the first step in rolling back obamacare — a law that he","We also said we would not raise rates too slowly, in order to achieve the higher goals.",,False,0,2
458,"These are exactly the concerns expressed in Tom Sargentâ€™s (2000) book on the rise and fall of U.S. inflation, in which he worries that a misunderstanding of the inflation process might again lead to a high-inflation equilibrium.","These are exactly the concerns expressed in tom sargentâ€™s (2000) book on the rise and fall of u.s. power politics, america á la carte. but sargentâ€™s book is not a history of u","These are exactly the same as the phenoms we see in the phenoms we see in the phenoms we see in the phenoms we are concerned with, but in order to make the phenoms we are concerned with, we have to develop the numbers.",,False,1,2
459,"Measures of inflation compensation based on Treasury Inflation-Protected Securities (TIPS) edged up, on net, remaining close to their pre-pandemic levels.","Measures of inflation compensation based on treasury inflation-protected securities (tips) and interest rate swaps, which are not subject to capital gains tax.

the value of the value of treasury securities held","Measures of inflation compensation based on the inflation-protected securities (tips) edged up, on net, remaining close to their pre-pandemic levels.",,False,1,2
460,"Several participants expressed the view that a decision regarding the long-run composition of the portfolio would not need to be made for some time, and a couple of participants highlighted the importance of making such a decision in the context of the ongoing review of the Federal Reserve's monetary policy strategies, tools, and communications practices.","Several participants expressed the view that a decision regarding the long-run composition of the portfolio would not need to be made for some time, and a couple indicated that they could foresee a situation when they could no longer hold the position at the present price. they did not, however","Several participants expressed the view that a decision regarding the long-term long-run composition of the portfolio would not need to be made for some time, and a couple of participants highlighted the importance of making such a decision in the context of the ongoing review of the federal reserve's monetary policy strategies, tools, and communications practices.","Most participants held the view that a decision regarding the long - run composition of the portfolio would not need to be made for some time, and a couple of participants highlighted the importance of making such a decision in the context of the ongoing review of the federal reserve's monetary policy strategies, tools, and communications practices.",True,2,0
